Pcode,Locality,State,Comments,Category,Longitude,Latitude
2580,TIRRANNAVILLE,NSW,,"Delivery Area",149.674646,-34.869777
2580,TOWRANG,NSW,,"Delivery Area",149.830580,-34.694129
2580,WAYO,NSW,,"Delivery Area",149.616380,-34.630425
2580,WIARBOROUGH,NSW,,"Delivery Area",149.951931,-34.233621
2580,WINDELLAMA,NSW,,"Delivery Area",149.907654,-35.022934
2580,"WOMBEYAN CAVES",NSW,,"Delivery Area",149.942191,-34.301753
2580,WOODHOUSELEE,NSW,,"Delivery Area",149.638196,-34.573126
2580,YALBRAITH,NSW,,"Delivery Area",149.740939,-34.289976
2580,YARRA,NSW,,"Delivery Area",149.608463,-34.796198
2581,"BELLMOUNT FOREST",NSW,,"Delivery Area",149.266988,-34.897571
2581,BEVENDALE,NSW,,"Delivery Area",149.084513,-34.502591
2581,BIALA,NSW,,"Delivery Area",149.263598,-34.594019
2581,"BLAKNEY CREEK",NSW,,"Delivery Area",149.036572,-34.638750
2581,BREADALBANE,NSW,,"Delivery Area",149.445219,-34.800322
2581,BROADWAY,NSW,,"Delivery Area",149.076175,-34.714896
2581,COLLECTOR,NSW,,"Delivery Area",149.421259,-34.940509
2581,CULLERIN,NSW,,"Delivery Area",149.355135,-34.784992
2581,DALTON,NSW,,"Delivery Area",149.183823,-34.717197
2581,GUNNING,NSW,,"Delivery Area",149.264786,-34.788121
2581,GURRUNDAH,NSW,,"Delivery Area",149.380928,-34.652551
2581,"LADE VALE",NSW,,"Delivery Area",149.154715,-34.839062
2581,"LAKE GEORGE",NSW,,"Delivery Area",149.387255,-35.098985
2581,LERIDA,NSW,,"Delivery Area",149.333430,-34.890545
2581,MERRILL,NSW,,"Delivery Area",149.245819,-34.692680
2581,OOLONG,NSW,,"Delivery Area",149.182872,-34.793184
2581,WOLLOGORANG,NSW,,"Delivery Area",149.520510,-34.857551
2582,BANGO,NSW,,"Delivery Area",148.959038,-34.760231
2582,BERREMANGRA,NSW,,"Delivery Area",148.470711,-34.798487
2582,BOAMBOLO,NSW,,"Delivery Area",148.884451,-34.979346
2582,BOOKHAM,NSW,,"Delivery Area",148.633603,-34.843547
2582,BOWNING,NSW,,"Delivery Area",148.813210,-34.750908
2582,BURRINJUCK,NSW,,"Delivery Area",148.624150,-34.957530
2582,CAVAN,NSW,,"Delivery Area",148.839840,-35.049603
2582,"GOOD HOPE",NSW,,"Delivery Area",148.822661,-34.898256
2582,JEIR,NSW,,"Delivery Area",148.972031,-35.054875
2582,JERRAWA,NSW,,"Delivery Area",149.073147,-34.782996
2582,KANGIARA,NSW,,"Delivery Area",148.786526,-34.619596
2582,LAVERSTOCK,NSW,,"Delivery Area",148.853026,-34.642412
2582,MANTON,NSW,,"Delivery Area",149.017670,-34.844945
2582,MARCHMONT,NSW,,"Delivery Area",148.941925,-34.901325
2582,MULLION,NSW,,"Delivery Area",148.869375,-35.139198
2582,MURRUMBATEMAN,NSW,,"Delivery Area",149.037676,-34.974457
2582,NANIMA,NSW,,"Delivery Area",149.132860,-35.021459
2582,NARRANGULLEN,NSW,,"Delivery Area",148.723299,-35.003584
2582,"WEE JASPER",NSW,,"Delivery Area",148.670687,-35.123267
2582,WOOLGARLO,NSW,,"Delivery Area",148.730401,-34.875716
2582,YASS,NSW,,"Delivery Area",148.907952,-34.826888
2582,"YASS RIVER",NSW,,"Delivery Area",149.122096,-34.929915
2583,BIGGA,NSW,,"Delivery Area",149.131906,-34.052282
2583,BINDA,NSW,,"Delivery Area",149.301194,-34.307646
2583,"CROOKED CORNER",NSW,,"Delivery Area",149.287430,-34.204397
2583,CROOKWELL,NSW,,"Delivery Area",149.450759,-34.450140
2583,FULLERTON,NSW,,"Delivery Area",149.550480,-34.183758
2583,"GRABBEN GULLEN",NSW,,"Delivery Area",149.377961,-34.527620
2583,LAGGAN,NSW,,"Delivery Area",149.568637,-34.346191
2583,LIMERICK,NSW,,"Delivery Area",149.474354,-34.209177
2583,"LOST RIVER",NSW,,"Delivery Area",149.318083,-34.433435
2583,NARRAWA,NSW,,"Delivery Area",149.174441,-34.430538
2583,PEELWOOD,NSW,,"Delivery Area",149.428307,-34.118031
2583,PEJAR,NSW,,"Delivery Area",149.539244,-34.531711
2583,RUGBY,NSW,,"Delivery Area",149.016874,-34.394962
2583,TUENA,NSW,,"Delivery Area",149.319606,-34.045150
2583,WHEEO,NSW,,"Delivery Area",149.274553,-34.514822
2584,BINALONG,NSW,,"Delivery Area",148.667455,-34.687598
2585,GALONG,NSW,,"Delivery Area",148.570278,-34.599824
2586,BOOROWA,NSW,,"Delivery Area",148.746511,-34.366946
2586,FROGMORE,NSW,,"Delivery Area",148.876212,-34.242428
2586,"GODFREYS CREEK",NSW,,"Delivery Area",148.714752,-34.136642
2586,MURRINGO,NSW,,"Delivery Area",148.553861,-34.286352
2586,"REIDS FLAT",NSW,,"Delivery Area",148.990699,-34.125182
2586,"RYE PARK",NSW,,"Delivery Area",148.919153,-34.532868
2586,"TAYLORS FLAT",NSW,,"Delivery Area",149.032366,-34.275902
2587,"BEGGAN BEGGAN",NSW,,"Delivery Area",148.294100,-34.666094
2587,CUNNINGAR,NSW,,"Delivery Area",148.434941,-34.545585
2587,HARDEN,NSW,,"Delivery Area",148.380837,-34.539263
2587,KINGSVALE,NSW,,"Delivery Area",148.335388,-34.434299
2587,"MCMAHONS REEF",NSW,,"Delivery Area",148.414838,-34.678347
2587,MURRUMBURRAH,NSW,,"Delivery Area",148.318695,-34.542374
2587,NUBBA,NSW,,"Delivery Area",148.236172,-34.520317
2587,WOMBAT,NSW,,"Delivery Area",148.252538,-34.420409
2588,WALLENDBEEN,NSW,,"Delivery Area",148.124660,-34.503959
2590,BETHUNGRA,NSW,,"Delivery Area",147.826348,-34.765916
2590,COOTAMUNDRA,NSW,,"Delivery Area",148.039556,-34.634863
2590,ILLABO,NSW,,"Delivery Area",147.751206,-34.828450
2594,BARWANG,NSW,,"Delivery Area",148.473387,-34.442620
2594,BERTHONG,NSW,,"Delivery Area",148.089863,-34.389494
2594,BRIBBAREE,NSW,,"Delivery Area",147.890979,-34.110700
2594,"BULLA CREEK",NSW,,"Delivery Area",148.261356,-34.107905
2594,BURRANGONG,NSW,,"Delivery Area",148.251315,-34.286882
2594,KIKIAMAH,NSW,,"Delivery Area",148.126117,-34.095905
2594,MAIMURU,NSW,,"Delivery Area",148.177143,-34.232973
2594,MEMAGONG,NSW,,"Delivery Area",148.124460,-34.303385
2594,MILVALE,NSW,,"Delivery Area",147.913270,-34.330510
2594,MONTEAGLE,NSW,,"Delivery Area",148.353195,-34.170688
2594,THUDDUNGRA,NSW,,"Delivery Area",148.137736,-34.169046
2594,TUBBUL,NSW,,"Delivery Area",147.952838,-34.242112
2594,WEEDALLION,NSW,,"Delivery Area",147.893378,-34.202728
2594,YOUNG,NSW,,"Delivery Area",148.366959,-34.299075
2600,BARTON,ACT,,"Delivery Area",149.137111,-35.307920
2600,CANBERRA,ACT,"PO BOXES","Delivery Area",,
2600,"CAPITAL HILL",ACT,,"Delivery Area",149.124435,-35.308179
2600,DEAKIN,ACT,,"Delivery Area",149.102438,-35.318825
2600,"DEAKIN WEST",ACT,"PO BOXES & LOCKED BAGS","Delivery Area",,
2600,HARMAN,ACT,,"Delivery Area",,
2600,"HMAS HARMAN",ACT,,"Delivery Area",,
2600,PARKES,ACT,,"Delivery Area",149.136226,-35.296097
2600,RUSSELL,ACT,,"Delivery Area",149.149681,-35.298163
2600,YARRALUMLA,ACT,,"Delivery Area",149.099811,-35.300858
2601,ACTON,ACT,,"Delivery Area",149.112771,-35.281318
2601,CANBERRA,ACT,,"Delivery Area",,
2601,CITY,ACT,,"Delivery Area",149.128841,-35.281304
2602,AINSLIE,ACT,,"Delivery Area",149.148231,-35.263600
2602,DICKSON,ACT,,"Delivery Area",149.140230,-35.254024
2602,DOWNER,ACT,,"Delivery Area",149.143269,-35.242504
2602,HACKETT,ACT,,"Delivery Area",149.162325,-35.250557
2602,LYNEHAM,ACT,,"Delivery Area",149.132545,-35.243619
2602,O'CONNOR,ACT,,"Delivery Area",149.114719,-35.256152
2602,WATSON,ACT,,"Delivery Area",149.157130,-35.234835
2603,FORREST,ACT,,"Delivery Area",149.124970,-35.316935
2603,GRIFFITH,ACT,,"Delivery Area",149.136515,-35.326510
2603,MANUKA,ACT,"PO BOXES & LOCKED BAGS","Delivery Area",,
2603,"RED HILL",ACT,,"Delivery Area",149.120297,-35.332756
2604,CAUSEWAY,ACT,,"Delivery Area",,
2604,KINGSTON,ACT,,"Delivery Area",149.146439,-35.314519
2604,NARRABUNDAH,ACT,,"Delivery Area",149.148879,-35.335116
2605,CURTIN,ACT,,"Delivery Area",149.075315,-35.325450
2605,GARRAN,ACT,,"Delivery Area",149.106811,-35.341035
2605,HUGHES,ACT,,"Delivery Area",149.095417,-35.332944
2606,CHIFLEY,ACT,,"Delivery Area",149.078000,-35.353878
2606,LYONS,ACT,,"Delivery Area",149.074147,-35.340090
2606,O'MALLEY,ACT,,"Delivery Area",149.112828,-35.353807
2606,PHILLIP,ACT,,"Delivery Area",149.091641,-35.346951
2606,WODEN,ACT,"PO BOXES","Delivery Area",,
2607,FARRER,ACT,,"Delivery Area",149.102167,-35.376256
2607,ISAACS,ACT,,"Delivery Area",149.115320,-35.366688
2607,MAWSON,ACT,,"Delivery Area",149.100064,-35.363028
2607,PEARCE,ACT,,"Delivery Area",149.083619,-35.363060
2607,TORRENS,ACT,,"Delivery Area",149.086926,-35.371688
2608,"CIVIC SQUARE",ACT,"PO BOXES","Post Office Boxes",,
2609,"CANBERRA AIRPORT",ACT,,"Delivery Area",149.194880,-35.303439
2609,FYSHWICK,ACT,,"Delivery Area",149.169881,-35.322289
2609,MAJURA,ACT,,"Delivery Area",,
2609,PIALLIGO,ACT,,"Delivery Area",149.192347,-35.283237
2609,SYMONSTON,ACT,,"Delivery Area",149.157218,-35.346989
2610,"CANBERRA BC",ACT,"PO BOXES & LOCKED BAGS","Post Office Boxes",,
2610,"CANBERRA MC",ACT,,"Post Office Boxes",,
2611,BIMBERI,NSW,,"Delivery Area",148.696845,-35.582742
2611,BRINDABELLA,NSW,,"Delivery Area",148.653119,-35.367386
2611,CHAPMAN,ACT,,"Delivery Area",149.036772,-35.354587
2611,COOLEMAN,NSW,,"Delivery Area",148.733105,-35.666781
2611,COOMBS,ACT,,"Delivery Area",149.041985,-35.316070
2611,COREE,ACT,,"Delivery Area",,
2611,"DENMAN PROSPECT",ACT,,"Delivery Area",149.023969,-35.294478
2611,DUFFY,ACT,,"Delivery Area",149.033465,-35.334721
2611,FISHER,ACT,,"Delivery Area",149.057788,-35.360390
2611,HOLDER,ACT,,"Delivery Area",149.045619,-35.333933
2611,MOLONGLO,ACT,,"Delivery Area",149.040687,-35.297297
2611,RIVETT,ACT,,"Delivery Area",149.036777,-35.347683
2611,STIRLING,ACT,,"Delivery Area",149.049472,-35.349378
2611,STROMLO,ACT,,"Delivery Area",,
2611,URIARRA,NSW,,"Delivery Area",148.808335,-35.267699
2611,"URIARRA VILLAGE",ACT,,"Delivery Area",148.925092,-35.296142
2611,WARAMANGA,ACT,,"Delivery Area",149.061987,-35.352154
2611,WESTON,ACT,,"Delivery Area",149.059307,-35.330406
2611,"WESTON CREEK",ACT,"PO BOXES & LOCKED BAGS","Delivery Area",,
2611,WHITLAM,ACT,,"Delivery Area",149.033773,-35.278097
2611,WRIGHT,ACT,,"Delivery Area",149.033241,-35.320665
2612,BRADDON,ACT,,"Delivery Area",149.136732,-35.271422
2612,CAMPBELL,ACT,,"Delivery Area",149.154938,-35.288914
2612,REID,ACT,,"Delivery Area",149.141204,-35.283233
2612,TURNER,ACT,,"Delivery Area",149.123046,-35.268064
2614,ARANDA,ACT,,"Delivery Area",149.080931,-35.257771
2614,COOK,ACT,,"Delivery Area",149.066324,-35.260416
2614,HAWKER,ACT,,"Delivery Area",149.035753,-35.247399
2614,"JAMISON CENTRE",ACT,"PO BOXES & LOCKED BAGS","Delivery Area",,
2614,MACQUARIE,ACT,,"Delivery Area",149.065523,-35.250446
2614,PAGE,ACT,,"Delivery Area",149.050005,-35.237591
2614,SCULLIN,ACT,,"Delivery Area",149.039432,-35.234773
2614,WEETANGERA,ACT,,"Delivery Area",149.049924,-35.250952
2615,CHARNWOOD,ACT,,"Delivery Area",149.033784,-35.200478
2615,DUNLOP,ACT,,"Delivery Area",149.019552,-35.194883
2615,FLOREY,ACT,,"Delivery Area",149.048108,-35.226715
2615,FLYNN,ACT,,"Delivery Area",149.043787,-35.208610
2615,FRASER,ACT,,"Delivery Area",149.045276,-35.191903
2615,HIGGINS,ACT,,"Delivery Area",149.027129,-35.233290
2615,HOLT,ACT,,"Delivery Area",149.014079,-35.224535
2615,KIPPAX,ACT,"PO BOXES","Delivery Area",,
2615,LATHAM,ACT,,"Delivery Area",149.030538,-35.216660
2615,MACGREGOR,ACT,,"Delivery Area",149.012154,-35.208877
2615,MACNAMARA,ACT,,"Delivery Area",148.976075,-35.218488
2615,MELBA,ACT,,"Delivery Area",149.054414,-35.209228
2615,SPENCE,ACT,,"Delivery Area",149.065484,-35.200341
2615,STRATHNAIRN,ACT,,"Delivery Area",148.984938,-35.230110
2616,BELCONNEN,ACT,"PO BOXES & LOCKED BAGS","Post Office Boxes",,
2617,BELCONNEN,ACT,,"Delivery Area",149.068356,-35.235251
2617,"BELCONNEN DC",ACT,"PO BOXES & LOCKED BAGS","Delivery Area",,
2617,BRUCE,ACT,,"Delivery Area",149.093361,-35.245586
2617,EVATT,ACT,,"Delivery Area",149.071228,-35.211277
2617,GIRALANG,ACT,,"Delivery Area",149.097802,-35.210424
2617,KALEEN,ACT,,"Delivery Area",149.108438,-35.226295
2617,LAWSON,ACT,,"Delivery Area",149.087702,-35.225451
2617,MCKELLAR,ACT,,"Delivery Area",149.075718,-35.217500
2617,"UNIVERSITY OF CANBERRA",ACT,"PO BOXES","Delivery Area",,
2618,HALL,ACT,,"Delivery Area",149.067778,-35.170352
2618,SPRINGRANGE,NSW,,"Delivery Area",149.089366,-35.098004
2618,WALLAROO,NSW,,"Delivery Area",149.003414,-35.160676
2619,JERRABOMBERRA,NSW,,"Delivery Area",149.199052,-35.386167
2620,BEARD,ACT,,"Delivery Area",149.211187,-35.342198
2620,BOOTH,ACT,,"Delivery Area",,
2620,BURRA,NSW,"QUEANBEYAN-PALERANG REGIONAL COUNCIL","Delivery Area",149.229940,-35.544838
2620,CARWOOLA,NSW,,"Delivery Area",149.313315,-35.380684
2620,"CLEAR RANGE",NSW,,"Delivery Area",149.114241,-35.700933
2620,CRESTWOOD,NSW,,"Delivery Area",149.216287,-35.349174
2620,ENVIRONA,NSW,,"Delivery Area",149.184046,-35.411692
2620,GOOGONG,NSW,,"Delivery Area",149.225425,-35.439524
2620,GREENLEIGH,NSW,,"Delivery Area",149.251798,-35.371116
2620,GUNDAROO,NSW,,"Delivery Area",149.256576,-35.041505
2620,HUME,ACT,,"Delivery Area",149.168085,-35.380676
2620,KARABAR,NSW,,"Delivery Area",149.235064,-35.375132
2620,KOWEN,ACT,,"Delivery Area",,
2620,MICHELAGO,NSW,,"Delivery Area",149.216893,-35.753692
2620,"OAKS ESTATE",ACT,,"Delivery Area",149.227163,-35.340004
2620,"PADDYS RIVER",ACT,,"Delivery Area",,
2620,QUEANBEYAN,NSW,,"Delivery Area",149.229529,-35.352179
2620,"QUEANBEYAN DC",NSW,,"Delivery Area",,
2620,"QUEANBEYAN EAST",NSW,,"Delivery Area",149.245044,-35.346346
2620,"QUEANBEYAN WEST",NSW,,"Delivery Area",149.208219,-35.356511
2620,ROYALLA,NSW,,"Delivery Area",149.171954,-35.490045
2620,SUTTON,NSW,,"Delivery Area",149.206001,-35.149651
2620,TENNENT,ACT,,"Delivery Area",,
2620,THARWA,ACT,,"Delivery Area",149.064344,-35.508979
2620,"THE ANGLE",NSW,,"Delivery Area",149.106925,-35.611161
2620,"THE RIDGEWAY",NSW,,"Delivery Area",149.259891,-35.338735
2620,TINDERRY,NSW,,"Delivery Area",149.303923,-35.687209
2620,TRALEE,NSW,,"Delivery Area",149.162089,-35.423019
2620,URILA,NSW,,"Delivery Area",149.292133,-35.550551
2620,WAMBOIN,NSW,,"Delivery Area",149.324207,-35.254641
2620,WILLIAMSDALE,ACT,,"Delivery Area",149.133864,-35.574688
2620,WILLIAMSDALE,NSW,,"Delivery Area",149.148770,-35.587817
2620,YARROW,NSW,,"Delivery Area",149.307300,-35.462175
2621,ANEMBO,NSW,,"Delivery Area",149.446751,-35.771175
2621,BUNGENDORE,NSW,,"Delivery Area",149.480571,-35.296023
2621,BYWONG,NSW,,"Delivery Area",149.326061,-35.173829
2621,"FORBES CREEK",NSW,,"Delivery Area",149.501113,-35.424879
2621,HOSKINSTOWN,NSW,,"Delivery Area",149.434322,-35.408750
2621,"PRIMROSE VALLEY",NSW,,"Delivery Area",149.390048,-35.493951
2621,ROSSI,NSW,,"Delivery Area",149.492184,-35.489511
2622,ARALUEN,NSW,,"Delivery Area",149.819346,-35.644281
2622,"BACK CREEK",NSW,"QUEANBEYAN-PALERANG REGIONAL COUNCIL","Delivery Area",,
2622,BALLALABA,NSW,,"Delivery Area",149.638932,-35.616379
2622,BENDOURA,NSW,,"Delivery Area",149.678447,-35.542815
2622,BERLANG,NSW,,"Delivery Area",149.686116,-35.675439
2622,BOMBAY,NSW,,"Delivery Area",149.646383,-35.438340
2622,BORO,NSW,,"Delivery Area",149.701329,-35.208460
2622,BRAIDWOOD,NSW,,"Delivery Area",149.807649,-35.427485
2622,BUDAWANG,NSW,,"Delivery Area",150.051207,-35.389370
2622,BULEE,NSW,,"Delivery Area",150.141642,-35.023265
2622,"CHARLEYS FOREST",NSW,,"Delivery Area",150.002770,-35.360298
2622,COOLUMBURRA,NSW,,"Delivery Area",150.107396,-35.046620
2622,CORANG,NSW,,"Delivery Area",150.128842,-35.216775
2622,"DURRAN DURRA",NSW,,"Delivery Area",149.872983,-35.336870
2622,ENDRICK,NSW,,"Delivery Area",150.247260,-35.238759
2622,FARRINGDON,NSW,,"Delivery Area",149.598743,-35.519635
2622,"HAROLDS CROSS",NSW,,"Delivery Area",149.563891,-35.587686
2622,"HEREFORD HALL",NSW,,"Delivery Area",149.549616,-35.772554
2622,JEMBAICUMBENE,NSW,,"Delivery Area",149.763082,-35.524657
2622,JERRABATTGULLA,NSW,,"Delivery Area",149.581085,-35.685144
2622,JINDEN,NSW,,"Delivery Area",149.587434,-35.875459
2622,JINGERA,NSW,,"Delivery Area",149.440249,-35.680434
2622,KINDERVALE,NSW,,"Delivery Area",149.545047,-35.646010
2622,KRAWARREE,NSW,,"Delivery Area",149.609694,-35.751380
2622,LARBERT,NSW,,"Delivery Area",149.772237,-35.315886
2622,"MAJORS CREEK",NSW,,"Delivery Area",149.739125,-35.592840
2622,MANAR,NSW,,"Delivery Area",149.684376,-35.268297
2622,MARLOWE,NSW,,"Delivery Area",149.866862,-35.269059
2622,MERRICUMBENE,NSW,,"Delivery Area",149.853347,-35.730964
2622,MONGA,NSW,,"Delivery Area",149.915118,-35.557430
2622,MONGARLOWE,NSW,,"Delivery Area",149.935239,-35.370437
2622,MULLOON,NSW,,"Delivery Area",149.608976,-35.309145
2622,MURRENGENBURG,NSW,,"Delivery Area",149.975063,-35.538233
2622,NERINGLA,NSW,,"Delivery Area",149.783070,-35.732551
2622,NERRIGA,NSW,,"Delivery Area",150.044748,-35.083999
2622,NORTHANGERA,NSW,,"Delivery Area",149.915654,-35.467001
2622,OALLEN,NSW,,"Delivery Area",149.962375,-35.155890
2622,PALERANG,NSW,,"Delivery Area",149.569177,-35.422214
2622,QUIERA,NSW,,"Delivery Area",150.199697,-34.937728
2622,REIDSDALE,NSW,,"Delivery Area",149.844385,-35.568324
2622,SASSAFRAS,NSW,,"Delivery Area",150.198576,-35.124651
2622,SNOWBALL,NSW,,"Delivery Area",149.602190,-35.942783
2622,"ST GEORGE",NSW,,"Delivery Area",150.224038,-35.030802
2622,TIANJARA,NSW,,"Delivery Area",150.330497,-35.143319
2622,TOLWONG,NSW,,"Delivery Area",150.108639,-34.829919
2622,TOMBOYE,NSW,,"Delivery Area",149.963620,-35.254891
2622,TOUGA,NSW,,"Delivery Area",150.104387,-34.922768
2622,WARRI,NSW,,"Delivery Area",149.687374,-35.331179
2622,"WOG WOG",NSW,"QUEANBEYAN-PALERANG REGIONAL COUNCIL","Delivery Area",150.060224,-35.258972
2622,WYANBENE,NSW,,"Delivery Area",149.682612,-35.773807
2623,"CAPTAINS FLAT",NSW,,"Delivery Area",149.424028,-35.571866
2624,"BLUE COW",NSW,,"Delivery Area",148.395101,-36.382767
2624,"CHARLOTTE PASS",NSW,,"Delivery Area",148.333020,-36.440060
2624,GUTHEGA,NSW,,"Delivery Area",148.389661,-36.372469
2624,MUNYANG,NSW,,"Delivery Area",148.354052,-36.374396
2624,"PERISHER VALLEY",NSW,,"Delivery Area",148.385504,-36.411042
2624,"SMIGGIN HOLES",NSW,,"Delivery Area",148.431674,-36.385710
2624,"WILSONS VALLEY",NSW,,"Delivery Area",148.510587,-36.363329
2625,THREDBO,NSW,,"Delivery Area",148.297628,-36.489718
2626,BREDBO,NSW,,"Delivery Area",149.151121,-35.958793
2626,BUMBALONG,NSW,,"Delivery Area",149.098945,-35.852990
2626,COLINTON,NSW,,"Delivery Area",149.195772,-35.864194
2627,"BULLOCKS FLAT",NSW,,"Delivery Area",148.436952,-36.444860
2627,BURRUNGUBUGGE,NSW,,"Delivery Area",148.525450,-36.258961
2627,CRACKENBACK,NSW,,"Delivery Area",148.514991,-36.439794
2627,"CREEL BAY",NSW,,"Delivery Area",148.596627,-36.354457
2627,"EAST JINDABYNE",NSW,,"Delivery Area",148.666120,-36.410322
2627,"GROSSES PLAIN",NSW,,"Delivery Area",148.463032,-36.562987
2627,INGEBIRAH,NSW,,"Delivery Area",148.517801,-36.649548
2627,INGEEGOODBEE,NSW,,"Delivery Area",148.364414,-36.749581
2627,"JACOBS RIVER",NSW,,"Delivery Area",148.356988,-36.556398
2627,JINDABYNE,NSW,,"Delivery Area",148.619541,-36.411271
2627,KALKITE,NSW,,"Delivery Area",148.645348,-36.334341
2627,KOSCIUSZKO,NSW,,"Delivery Area",148.204103,-36.496222
2627,"KOSCIUSZKO NATIONAL PARK",NSW,,"Delivery Area",,
2627,MOONBAH,NSW,,"Delivery Area",148.547337,-36.508458
2627,NGARIGO,NSW,,"Delivery Area",148.370648,-36.454938
2627,"PILOT WILDERNESS",NSW,,"Delivery Area",148.204585,-36.710627
2628,AVONSIDE,NSW,,"Delivery Area",148.719988,-36.410554
2628,BELOKA,NSW,,"Delivery Area",148.702610,-36.549377
2628,BERRIDALE,NSW,,"Delivery Area",148.836813,-36.378257
2628,"BRAEMAR BAY",NSW,"SNOWY MONARO REGIONAL COUNCIL","Delivery Area",148.670738,-36.102153
2628,"BYADBO WILDERNESS",NSW,,"Delivery Area",148.620188,-36.825135
2628,COOTRALANTRA,NSW,,"Delivery Area",148.839198,-36.287643
2628,DALGETY,NSW,,"Delivery Area",148.827797,-36.521788
2628,EUCUMBENE,NSW,,"Delivery Area",148.626941,-36.135283
2628,"HILL TOP",NSW,"SNOWY MONARO REGIONAL COUNCIL","Delivery Area",148.694172,-36.329188
2628,JIMENBUEN,NSW,,"Delivery Area",148.830978,-36.749024
2628,NIMMO,NSW,,"Delivery Area",148.624361,-36.177068
2628,"NUMBLA VALE",NSW,,"Delivery Area",148.791778,-36.611386
2628,PAUPONG,NSW,,"Delivery Area",148.673753,-36.649430
2628,"ROCKY PLAIN",NSW,,"Delivery Area",148.686806,-36.251015
2628,"SNOWY PLAIN",NSW,,"Delivery Area",148.522918,-36.156793
2629,ADAMINABY,NSW,,"Delivery Area",148.771955,-35.997620
2629,"ANGLERS REACH",NSW,,"Delivery Area",148.677024,-36.010637
2629,BOLARO,NSW,,"Delivery Area",148.852780,-35.919631
2629,"BROKEN DAM",NSW,,"Delivery Area",148.548292,-35.950586
2629,CABRAMURRA,NSW,,"Delivery Area",148.447647,-35.991683
2629,GOOANDRA,NSW,,"Delivery Area",148.547583,-35.830671
2629,KIANDRA,NSW,,"Delivery Area",148.474999,-35.884145
2629,"LONG PLAIN",NSW,"SNOWY MONARO REGIONAL COUNCIL","Delivery Area",148.579720,-35.655715
2629,NUNGAR,NSW,,"Delivery Area",148.685271,-35.856268
2629,"OLD ADAMINABY",NSW,,"Delivery Area",148.689643,-36.041316
2629,"PROVIDENCE PORTAL",NSW,,"Delivery Area",148.615202,-35.951029
2629,TANTANGARA,NSW,,"Delivery Area",148.672010,-35.722493
2629,TOLBAR,NSW,,"Delivery Area",148.607296,-36.053169
2629,YAOUK,NSW,,"Delivery Area",148.806575,-35.803011
2630,ARABLE,NSW,,"Delivery Area",148.986872,-36.378139
2630,BADJA,NSW,,"Delivery Area",149.511380,-36.041942
2630,BILLILINGRA,NSW,,"Delivery Area",149.112188,-36.015947
2630,BINJURA,NSW,,"Delivery Area",149.108065,-36.174391
2630,BOBUNDARA,NSW,,"Delivery Area",148.969738,-36.461722
2630,BUCKENDERRA,NSW,,"Delivery Area",148.713476,-36.156686
2630,BUNGARBY,NSW,,"Delivery Area",149.045869,-36.686921
2630,BUNYAN,NSW,,"Delivery Area",149.162263,-36.148339
2630,CARLAMINDA,NSW,,"Delivery Area",149.305729,-36.264125
2630,CHAKOLA,NSW,,"Delivery Area",149.179124,-36.073956
2630,COOLRINGDON,NSW,,"Delivery Area",148.983772,-36.258412
2630,COOMA,NSW,,"Delivery Area",149.112652,-36.250944
2630,COUNTEGANY,NSW,,"Delivery Area",149.491236,-36.183949
2630,"DAIRYMANS PLAINS",NSW,,"Delivery Area",149.056971,-36.209242
2630,DANGELONG,NSW,,"Delivery Area",149.258189,-36.309586
2630,"DRY PLAIN",NSW,,"Delivery Area",148.932319,-36.078637
2630,"FRYING PAN",NSW,,"Delivery Area",148.815475,-36.145241
2630,"GLEN FERGUS",NSW,,"Delivery Area",149.248411,-36.212019
2630,IRONMUNGY,NSW,,"Delivery Area",148.911310,-36.623705
2630,JERANGLE,NSW,,"Delivery Area",149.368028,-35.886611
2630,MAFFRA,NSW,,"Delivery Area",148.964103,-36.541964
2630,"MIDDLE FLAT",NSW,,"Delivery Area",149.194760,-36.231335
2630,MIDDLINGBANK,NSW,,"Delivery Area",148.815143,-36.216855
2630,MURRUMBUCCA,NSW,,"Delivery Area",149.065875,-36.105178
2630,MYALLA,NSW,,"Delivery Area",149.110811,-36.446508
2630,NUMERALLA,NSW,,"Delivery Area",149.356140,-36.188415
2630,"PEAK VIEW",NSW,,"Delivery Area",149.386811,-36.039249
2630,"PINE VALLEY",NSW,,"Delivery Area",149.061716,-36.248816
2630,"POLO FLAT",NSW,,"Delivery Area",149.151108,-36.231764
2630,"RHINE FALLS",NSW,,"Delivery Area",148.896215,-36.179973
2630,"ROCK FLAT",NSW,,"Delivery Area",149.224053,-36.395110
2630,"ROSE VALLEY",NSW,"SNOWY MONARO REGIONAL COUNCIL","Delivery Area",149.252541,-36.116737
2630,"SHANNONS FLAT",NSW,,"Delivery Area",148.981943,-35.966627
2630,SPRINGFIELD,NSW,"SNOWY MONARO REGIONAL COUNCIL","Delivery Area",149.118524,-36.535801
2630,"THE BROTHERS",NSW,,"Delivery Area",149.084147,-36.350722
2630,TUROSS,NSW,,"Delivery Area",149.450959,-36.277980
2630,WAMBROOK,NSW,,"Delivery Area",148.994265,-36.176734
2631,ANDO,NSW,,"Delivery Area",149.294880,-36.720326
2631,BOCO,NSW,,"Delivery Area",149.142768,-36.614570
2631,CREEWAH,NSW,,"Delivery Area",149.378382,-36.753080
2631,"GLEN ALLEN",NSW,,"Delivery Area",149.392488,-36.698057
